# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/MW2_annotation/MW2_assembly.gtf" "-o" "MW2_transcripts.txt" "mapping/M-A_S488_L006_vs_MW2.sorted.bam" "mapping/M-B_S489_L006_vs_MW2.sorted.bam" "mapping/M-C_S490_L006_vs_MW2.sorted.bam" "mapping/MplusA_S494_L006_vs_MW2.sorted.bam" "mapping/MplusB_S495_L006_vs_MW2.sorted.bam" "mapping/MplusC_S496_L006_vs_MW2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/M-A_S488_L006_vs_MW2.sorted.bam	mapping/M-B_S489_L006_vs_MW2.sorted.bam	mapping/M-C_S490_L006_vs_MW2.sorted.bam	mapping/MplusA_S494_L006_vs_MW2.sorted.bam	mapping/MplusB_S495_L006_vs_MW2.sorted.bam	mapping/MplusC_S496_L006_vs_MW2.sorted.bam
piuB	MRSA_MW2_contig_1	946258	947598	+	1341	6684	5552	7069	1396	1988	3075
DBIAII_00888	MRSA_MW2_contig_1	948227	948559	-	333	1742	1672	2194	1541	1515	2187
rlmL	MRSA_MW2_contig_1	948643	949788	-	1146	12187	10821	13827	6957	7073	11530
DBIAII_00891	MRSA_MW2_contig_1	950222	950338	-	117	297152	276608	339830	225698	389925	280221
gpsB	MRSA_MW2_contig_1	950439	950783	-	345	24151	18968	26289	11532	23669	21009
yoqJ	MRSA_MW2_contig_1	950797	951360	-	564	15276	12005	16138	7138	19531	12484
DBIAII_00894	MRSA_MW2_contig_1	951353	951703	-	351	2466	2363	3028	2165	4844	2915
recU	MRSA_MW2_contig_1	952242	952868	+	627	29881	23299	29000	18391	25586	31186
mrcB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	952865;1276148	955048;1277053	+;+	3090	151807	118441	143522	89919	137471	158772
DBIAII_00897	MRSA_MW2_contig_1	955612	955953	-	342	3440	2588	3330	2206	2797	4183
nth	MRSA_MW2_contig_1	955958	956617	-	660	2336	1967	2516	2296	2334	3162
dnaD	MRSA_MW2_contig_1;MRSA_MW2_contig_1	956607;1540328	957293;1541221	-;-	1581	4928	3994	5211	3615	5249	6307
asnS	MRSA_MW2_contig_1	957621	958913	-	1293	44841	35840	45901	28329	54030	50861
dinG	MRSA_MW2_contig_1	959235	961928	-	2694	18699	15265	19318	12502	21336	20207
birA	MRSA_MW2_contig_1	961952	962923	-	972	3813	3304	4462	2373	4167	3368
cca	MRSA_MW2_contig_1	962910	964112	-	1203	3192	2631	3514	1794	3209	2146
bshA	MRSA_MW2_contig_1	964117	965259	-	1143	5293	4159	5733	2037	4537	3085
mazG	MRSA_MW2_contig_1	965501	965818	-	318	1860	1446	2032	743	1971	1259
yugP	MRSA_MW2_contig_1	966154	966852	-	699	90945	82281	105964	65256	146510	120408
ypjA	MRSA_MW2_contig_1	966906	967493	-	588	2811	2464	2913	2225	3118	4029
ypiB	MRSA_MW2_contig_1	967483	968070	-	588	1690	1369	1654	1239	1597	2077
lapB	MRSA_MW2_contig_1	968072	969316	-	1245	7123	5865	7551	5474	7432	8436
aroA	MRSA_MW2_contig_1	969323	970621	-	1299	7007	5226	6981	4363	6526	6720
aroB	MRSA_MW2_contig_1	970631	971695	-	1065	3152	2484	3199	1702	2803	2777
aroC	MRSA_MW2_contig_1	971721	972887	-	1167	3600	2687	3793	2054	3446	2749
DBIAII_00913	MRSA_MW2_contig_1	973274	973474	-	201	159	166	155	106	119	240
ndk	MRSA_MW2_contig_1	973684	974133	-	450	11242	9458	12282	4872	6462	8889
ispA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	974225;1072827	975184;1073708	-;-	1842	40853	33318	42322	21439	31648	35781
menG	MRSA_MW2_contig_1	975186	975911	-	726	10285	8154	11419	4433	7614	7802
DBIAII_00917	MRSA_MW2_contig_1	975914	976486	-	573	10641	8785	11270	4511	8693	8339
hup	MRSA_MW2_contig_1	976917	977189	-	273	255676	202894	263949	164881	378171	263437
gpsA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	977360;1830851	978358;1831933	-;-	2082	42524	34526	43289	15694	25126	27682
der	MRSA_MW2_contig_1	978375	979685	-	1311	40223	34468	42828	13541	23232	25534
rpsA	MRSA_MW2_contig_1	979907	981082	-	1176	36023	31800	42034	23311	64331	36224
cmk	MRSA_MW2_contig_1	981780	982439	-	660	11067	9432	12288	6593	13943	11247
ansA	MRSA_MW2_contig_1	982516	983484	+	969	5350	4516	5653	4133	6226	6934
ypdA	MRSA_MW2_contig_1	983599	984585	-	987	8438	7232	9284	7262	10811	11469
ebp	MRSA_MW2_contig_1	984987	986447	-	1461	42266	32715	43465	31421	72361	50060
ypbB	MRSA_MW2_contig_1	987969	988922	-	954	3991	3238	3965	3119	4342	5014
fer	MRSA_MW2_contig_1	989030	989278	+	249	752	763	933	1379	1257	1725
ribU	MRSA_MW2_contig_1	989384	989929	-	546	5611	5105	6640	4514	8650	9008
DBIAII_00930	MRSA_MW2_contig_1	990339	991253	-	915	491	359	482	243	415	459
DBIAII_00931	MRSA_MW2_contig_1	991310	992227	-	918	205	214	272	80	263	224
DBIAII_00932	MRSA_MW2_contig_1	992285	993190	-	906	259	177	296	100	203	175
lukF-PV	MRSA_MW2_contig_1	993715	994692	-	978	2540	1952	2458	1139	2051	1521
lukS-PV	MRSA_MW2_contig_1	994694	995632	-	939	2461	1889	2406	655	1475	1309
DBIAII_00935	MRSA_MW2_contig_1	996022	997476	-	1455	1106	792	1198	771	1909	1154
DBIAII_00936	MRSA_MW2_contig_1	997487	997789	-	303	274	178	290	159	473	235
DBIAII_00937	MRSA_MW2_contig_1	997925	998224	-	300	239	173	223	165	326	198
xkdX	MRSA_MW2_contig_1	998270	998434	-	165	0	0	1	0	2	2
DBIAII_00939	MRSA_MW2_contig_1	998427	998816	-	390	94	76	88	72	158	83
bppU	MRSA_MW2_contig_1	998816	1000282	-	1467	721	604	794	546	1387	721
DBIAII_00941	MRSA_MW2_contig_1	1000282	1002192	-	1911	1768	1325	1705	1419	2938	1809
DBIAII_00942	MRSA_MW2_contig_1	1002208	1002498	-	291	114	77	108	100	170	89
DBIAII_00943	MRSA_MW2_contig_1	1002498	1004081	-	1584	827	623	914	701	1690	1056
DBIAII_00944	MRSA_MW2_contig_1	1004090	1004914	-	825	473	328	463	430	814	502
DBIAII_00945	MRSA_MW2_contig_1	1004914	1011114	-	6201	4331	3172	4514	3629	7520	4209
DBIAII_00946	MRSA_MW2_contig_1	1011128	1011286	-	159	45	27	54	31	98	39
DBIAII_00947	MRSA_MW2_contig_1	1011337	1011678	-	342	314	198	253	132	480	278
DBIAII_00948	MRSA_MW2_contig_1	1011736	1012191	-	456	1298	1200	1363	1315	2863	1623
DBIAII_00949	MRSA_MW2_contig_1	1012283	1012924	-	642	1076	998	1229	959	2561	1271
DBIAII_00950	MRSA_MW2_contig_1	1012959	1013354	-	396	497	320	524	361	944	535
DBIAII_00951	MRSA_MW2_contig_1	1013355	1013756	-	402	516	401	531	457	1080	625
DBIAII_00952	MRSA_MW2_contig_1	1013753	1014085	-	333	691	540	715	615	1450	865
DBIAII_00953	MRSA_MW2_contig_1	1014097	1014375	-	279	577	390	549	394	976	593
DBIAII_00954	MRSA_MW2_contig_1	1014444	1015607	-	1164	2582	2071	2930	2347	5582	3160
DBIAII_00955	MRSA_MW2_contig_1	1015619	1016392	-	774	1094	902	1131	992	2459	1299
DBIAII_00956	MRSA_MW2_contig_1	1016376	1017614	-	1239	2912	2180	2780	2353	5585	3300
DBIAII_00957	MRSA_MW2_contig_1	1017619	1019310	-	1692	1209	952	1247	1014	2236	1351
DBIAII_00958	MRSA_MW2_contig_1	1019300	1019605	-	306	135	82	111	101	253	143
DBIAII_00959	MRSA_MW2_contig_1	1019733	1020047	-	315	116	117	167	131	400	191
DBIAII_00960	MRSA_MW2_contig_1	1020204	1020641	-	438	395	304	408	273	537	383
DBIAII_00961	MRSA_MW2_contig_1	1020654	1022012	-	1359	869	720	786	493	765	627
DBIAII_00962	MRSA_MW2_contig_1	1022002	1022292	-	291	124	113	134	88	147	110
DBIAII_00963	MRSA_MW2_contig_1	1022633	1025080	-	2448	1285	887	1082	826	1314	1134
DBIAII_00964	MRSA_MW2_contig_1	1025135	1025341	+	207	743	690	708	380	1011	707
DBIAII_00965	MRSA_MW2_contig_1	1025368	1025568	-	201	56	40	34	23	32	29
DBIAII_00966	MRSA_MW2_contig_1	1025571	1025642	-	72	0	0	0	0	0	0
rINB	MRSA_MW2_contig_1	1025636	1025791	-	156	1	2	5	0	3	3
DBIAII_00968	MRSA_MW2_contig_1	1025791	1025991	-	201	27	28	26	16	30	15
DBIAII_00969	MRSA_MW2_contig_1	1025966	1026154	-	189	5	3	5	2	5	2
DBIAII_00970	MRSA_MW2_contig_1	1026151	1026396	-	246	91	56	52	46	110	69
dut2	MRSA_MW2_contig_1	1026433	1026966	-	534	159	139	121	133	195	128
DBIAII_00972	MRSA_MW2_contig_1	1026981	1027142	-	162	5	9	7	9	11	7
DBIAII_00973	MRSA_MW2_contig_1	1027143	1027424	-	282	75	40	60	40	87	48
DBIAII_00974	MRSA_MW2_contig_1	1027425	1027598	-	174	1	4	4	3	5	1
DBIAII_00975	MRSA_MW2_contig_1	1027588	1027839	-	252	5	0	0	11	5	2
DBIAII_00976	MRSA_MW2_contig_1	1027854	1028096	-	243	21	11	11	15	41	19
DBIAII_00977	MRSA_MW2_contig_1	1028111	1028311	-	201	14	14	18	14	28	9
DBIAII_00978	MRSA_MW2_contig_1	1028314	1028571	-	258	66	27	37	39	57	42
DBIAII_00979	MRSA_MW2_contig_1	1028571	1028972	-	402	45	18	33	24	38	41
DBIAII_00980	MRSA_MW2_contig_1	1028972	1029157	-	186	13	1	4	7	7	8
DBIAII_00981	MRSA_MW2_contig_1	1029170	1031131	-	1962	449	302	357	300	600	410
DBIAII_00982	MRSA_MW2_contig_1	1031190	1031747	-	558	307	210	274	229	496	338
DBIAII_00983	MRSA_MW2_contig_1	1031773	1032939	-	1167	438	279	430	413	891	568
DBIAII_00984	MRSA_MW2_contig_1	1032936	1033298	-	363	92	54	81	92	188	106
DBIAII_00985	MRSA_MW2_contig_1	1033313	1033636	-	324	104	53	96	131	241	124
DBIAII_00986	MRSA_MW2_contig_1	1033715	1033876	-	162	68	51	54	93	115	86
DBIAII_00987	MRSA_MW2_contig_1	1033889	1034152	-	264	123	73	122	102	172	169
DBIAII_00988	MRSA_MW2_contig_1	1034177	1034392	-	216	121	76	102	114	217	118
DBIAII_00989	MRSA_MW2_contig_1	1034447	1034812	+	366	3331	2755	3537	2753	6323	5301
DBIAII_00990	MRSA_MW2_contig_1	1034781	1035026	-	246	148	103	118	169	345	191
DBIAII_00991	MRSA_MW2_contig_1	1035042	1035290	-	249	224	171	187	260	576	338
DBIAII_00992	MRSA_MW2_contig_1	1035454	1035777	+	324	2914	2264	2700	2286	4967	3895
DBIAII_00993	MRSA_MW2_contig_1	1035790	1036251	+	462	1624	1440	1637	1594	2820	2283
DBIAII_00994	MRSA_MW2_contig_1	1036269	1036703	+	435	4995	3991	5011	3173	8228	5778
DBIAII_00995	MRSA_MW2_contig_1	1036732	1037127	+	396	4350	3538	4203	2570	7084	4517
DBIAII_00996	MRSA_MW2_contig_1	1037326	1037949	-	624	9623	8743	10427	4414	11150	9120
DBIAII_00997	MRSA_MW2_contig_1	1038059	1039264	+	1206	2812	2105	2754	1811	2423	2793
DBIAII_00998	MRSA_MW2_contig_1	1039307	1041193	-	1887	5123	3795	5772	475	863	816
DBIAII_00999	MRSA_MW2_contig_1	1041345	1042253	-	909	2544	1965	2716	107	208	127
srrB	MRSA_MW2_contig_1	1042498	1044249	-	1752	22052	18978	23527	9852	20017	17715
srrA	MRSA_MW2_contig_1	1044230	1044955	-	726	45062	39026	48308	15961	44710	32310
rsuA	MRSA_MW2_contig_1	1045088	1045825	-	738	7809	6789	8709	3952	5861	6717
scpB	MRSA_MW2_contig_1	1045818	1046360	-	543	5588	4792	6041	2390	4064	4906
scpA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1046353;1480974	1047108;1482140	-;+	1923	9631	8337	9862	4904	8497	9227
ypuF	MRSA_MW2_contig_1	1047176	1047682	+	507	1291	1089	1361	608	1212	1064
fur	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1048696;1098823	1049145;1099233	-;-	861	17205	16203	20541	8086	11542	12883
mutT	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1049250;2029144;2756719	1049792;2029536;2757114	-;-;+	1332	4202	3448	4340	2220	4377	3630
DBIAII_01010	MRSA_MW2_contig_1	1050998	1051246	-	249	383	307	434	324	595	491
yqjQ	MRSA_MW2_contig_1	1051262	1052017	-	756	1814	1284	1775	1263	2642	2201
proC	MRSA_MW2_contig_1	1052159	1052974	+	816	4135	3394	4424	3859	7875	6016
rnz	MRSA_MW2_contig_1	1053077	1053997	-	921	8971	7659	9570	3921	6894	7975
zwf	MRSA_MW2_contig_1	1054310	1055794	+	1485	37074	31464	40344	24554	53636	40900
amyA	MRSA_MW2_contig_1	1056972	1058621	-	1650	1973	1572	2245	1945	2291	2182
purR	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1058637;1578101;2578865;2795104	1059656;1579051;2579863;2795928	-;-;-;+	3795	15353	12152	15947	6366	10976	10008
gloA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1059850;2648894	1060221;2649820	-;+	1299	2377	1946	2475	996	1667	1206
gndA	MRSA_MW2_contig_1	1060440	1061846	-	1407	87822	73727	92900	55525	111374	96454
pepD2	MRSA_MW2_contig_1	1061914	1063047	-	1134	3299	2619	3438	3913	6611	5412
prli42	MRSA_MW2_contig_1	1063397	1063489	+	93	2049	1597	1137	2561	5736	4926
ygaE	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1063616;1433104;1455916	1064596;1434249;1456902	-;+;+	3114	19109	16131	20439	12864	29186	22388
DBIAII_01023	MRSA_MW2_contig_1	1064610	1065047	-	438	4138	3500	4377	2552	6560	4139
aceF	MRSA_MW2_contig_1	1065398	1066672	-	1275	31204	26102	34282	13987	22957	20495
acoB	MRSA_MW2_contig_1	1066685	1067668	-	984	21890	16958	22385	7777	13190	11980
acoA	MRSA_MW2_contig_1	1067668	1068660	-	993	20482	15607	20865	8134	13799	11921
recN	MRSA_MW2_contig_1	1070248	1071927	-	1680	33044	24996	31544	12734	28919	19633
argR	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1071943;2193717	1072395;2194166	-;-	903	9806	7911	9666	3765	8652	6072
xseB	MRSA_MW2_contig_1	1073686	1073916	-	231	1627	1286	1677	866	1346	1586
xseA	MRSA_MW2_contig_1	1073909	1075246	-	1338	28318	22435	28127	15408	22022	25659
nusB	MRSA_MW2_contig_1	1075263	1075652	-	390	10533	8454	10191	5001	8984	8910
accC	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1076089;1147218;1674647	1077444;1148579;1675840	-;-;-	3912	47515	37058	47310	22184	35497	34677
accB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1077444;1148593	1077908;1149042	-;-	915	20828	16552	20917	9483	15736	16928
efp	MRSA_MW2_contig_1	1078382	1078939	-	558	31223	29339	35408	25096	46999	38498
pepP	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1078965;1251999	1080026;1253054	-;+	2118	16171	13433	17611	10984	23620	19195
DBIAII_01039	MRSA_MW2_contig_1	1080131	1080715	+	585	6425	5545	6967	3647	9970	7158
DBIAII_01040	MRSA_MW2_contig_1	1080729	1080947	+	219	953	850	1079	692	1675	1015
lipM	MRSA_MW2_contig_1	1081011	1081841	-	831	3914	3405	4349	2617	4702	3881
pspE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1081999;1317981	1082385;1318292	+;-	699	17438	14839	18977	10247	22790	17110
gcvPB	MRSA_MW2_contig_1	1082750	1084222	-	1473	13911	10731	13585	8226	10900	10552
gcvPA	MRSA_MW2_contig_1	1084215	1085561	-	1347	12938	9422	12208	6616	8453	9429
gcvT	MRSA_MW2_contig_1	1085581	1086672	-	1092	7250	5194	7540	4103	5312	5907
aroK	MRSA_MW2_contig_1	1086831	1087355	-	525	7035	6114	7719	5152	12188	8103
comGF	MRSA_MW2_contig_1	1087588	1087962	-	375	120	106	132	66	117	108
DBIAII_01048	MRSA_MW2_contig_1	1088003	1088347	-	345	103	58	78	63	73	74
comGD	MRSA_MW2_contig_1	1088334	1088768	-	435	36	41	40	19	30	47
comGC	MRSA_MW2_contig_1	1088758	1089069	-	312	48	37	41	23	24	30
comGB	MRSA_MW2_contig_1	1089083	1090153	-	1071	186	137	186	130	194	192
comGA	MRSA_MW2_contig_1	1090125	1091099	-	975	634	525	664	376	628	685
gloB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1091151;1300245	1091774;1301129	-;-	1509	14739	12738	16272	8480	15479	14594
nagC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1092100;2625592	1093086;2626452	-;+	1848	13235	11536	14828	10434	12794	12300
glpG	MRSA_MW2_contig_1	1093267	1094730	-	1464	17097	13745	17956	7373	16635	13829
fAU1	MRSA_MW2_contig_1	1094742	1095335	-	594	2408	2113	2629	1310	3172	1859
ftsI	MRSA_MW2_contig_1	1095752	1097827	-	2076	31160	25642	33382	16401	27401	31050
sodA	MRSA_MW2_contig_1	1097948	1098547	-	600	30289	27757	34169	42739	69471	55755
nfo	MRSA_MW2_contig_1	1101036	1101926	-	891	22547	19073	23914	9181	10323	18576
cshB	MRSA_MW2_contig_1	1101936	1103282	-	1347	26774	23167	29916	11532	12535	22211
nIF3	MRSA_MW2_contig_1	1103396	1104496	-	1101	8000	6868	8771	5083	5310	8640
trmK	MRSA_MW2_contig_1	1104499	1105176	-	678	3288	2935	3887	2239	1766	3181
rpoD	MRSA_MW2_contig_1	1105307	1106413	-	1107	31321	27826	34236	19423	20420	32055
dnaG	MRSA_MW2_contig_1	1106637	1108454	-	1818	29919	25534	33993	19146	19950	33334
ppsR	MRSA_MW2_contig_1	1108515	1109333	-	819	5448	4447	5847	2512	6823	4649
glyQS	MRSA_MW2_contig_1	1110302	1111693	+	1392	69418	61240	76272	38246	89061	70854
recO	MRSA_MW2_contig_1	1111844	1112590	-	747	9967	8467	10893	3399	5447	5657
cdd	MRSA_MW2_contig_1	1113518	1113922	-	405	2418	2018	2622	893	1219	1121
ybeY	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1113933;1114280	1114277;1114747	-;-	813	7952	6666	8522	2227	3579	3547
phoH	MRSA_MW2_contig_1	1114748	1115695	-	948	8645	7211	8952	2203	3713	3522
DBIAII_01079	MRSA_MW2_contig_1	1115999	1116697	-	699	43507	36086	42398	19373	36008	34671
floA	MRSA_MW2_contig_1	1116714	1117703	-	990	41596	32788	41851	21878	39188	33014
nfeD	MRSA_MW2_contig_1	1117721	1118428	-	708	22805	20350	23811	15587	26646	20493
rpsU	MRSA_MW2_contig_1	1118648	1118824	-	177	37876	38108	47431	34463	49437	40144
mtaB	MRSA_MW2_contig_1	1119117	1120463	-	1347	24010	19683	24492	14905	16343	22298
rsmE	MRSA_MW2_contig_1	1120470	1121222	-	753	3342	2642	3611	2300	2883	2615
prmA	MRSA_MW2_contig_1	1121224	1122162	-	939	15533	11540	15054	13170	13327	12516
dnaJ	MRSA_MW2_contig_1	1122166	1123305	-	1140	17018	12260	16530	13656	13825	12834
dnaK	MRSA_MW2_contig_1	1123441	1125273	-	1833	80399	67051	81700	100586	100530	98392
grpE	MRSA_MW2_contig_1	1125342	1125968	-	627	17239	13501	17084	20113	20905	21090
hrcA	MRSA_MW2_contig_1	1126000	1126977	-	978	17582	14148	17469	28932	30699	25227
hemW	MRSA_MW2_contig_1	1127078	1128235	-	1158	2385	1989	2531	2691	1890	3380
lepA	MRSA_MW2_contig_1	1128826	1130649	-	1824	29486	25902	34050	21072	25677	34722
rpsT	MRSA_MW2_contig_1	1130995	1131246	+	252	72061	63555	73315	57490	84241	97321
holA	MRSA_MW2_contig_1	1131291	1132265	-	975	3693	3355	4471	2853	3526	5516
comEC	MRSA_MW2_contig_1	1132322	1134523	-	2202	1212	1006	1176	712	938	952
comEB	MRSA_MW2_contig_1	1134528	1134959	-	432	1843	1548	1867	1571	2832	2185
comE	MRSA_MW2_contig_1	1135081	1135758	-	678	1799	1374	1614	914	1542	1615
DBIAII_01098	MRSA_MW2_contig_1	1135807	1136523	-	717	12509	10130	12012	5058	10119	9715
rsfS	MRSA_MW2_contig_1	1136526	1136879	-	354	5386	4740	5676	2473	4592	4234
nadD	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1136880;1137454	1137464;1138023	-;-	1144	20242	16647	19850	9881	13887	15326
yhbY	MRSA_MW2_contig_1	1138026	1138316	-	291	1391	1060	1338	673	1002	1111
aroE	MRSA_MW2_contig_1	1138320	1139126	-	807	10439	8587	10150	4949	7316	8496
yqeH	MRSA_MW2_contig_1	1139140	1140240	-	1101	15365	12731	15933	8176	10059	13072
yqeG	MRSA_MW2_contig_1	1140241	1140768	-	528	3456	2805	3712	2342	2516	3410
mtnN	MRSA_MW2_contig_1	1140788	1141474	-	687	5996	4922	6538	3919	5064	6199
DBIAII_01107	MRSA_MW2_contig_1	1141788	1142057	+	270	689	644	759	583	1197	858
DBIAII_01108	MRSA_MW2_contig_1	1142259	1142948	-	690	400	356	488	420	474	672
DBIAII_01110	MRSA_MW2_contig_1	1143718	1144938	-	1221	3938	3214	3989	1614	3886	2759
pxpA	MRSA_MW2_contig_1	1146466	1147218	-	753	1970	1301	1952	129	854	263
greA	MRSA_MW2_contig_1	1151104	1151580	-	477	8739	7330	8937	8915	11401	11420
udk	MRSA_MW2_contig_1	1151608	1152231	-	624	9856	7939	10266	8898	9559	12925
rlhA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1152231;1153511	1153499;1154434	-;-	2193	24278	19486	26128	20960	15417	29682
trmR	MRSA_MW2_contig_1	1154437	1155075	-	639	5972	5003	6658	4416	3906	7988
DBIAII_01122	MRSA_MW2_contig_1	1155360	1155668	-	309	8759	7578	9476	4751	9266	8521
ruvX	MRSA_MW2_contig_1	1155683	1156111	-	429	9369	7910	10152	4731	9661	8873
ireB	MRSA_MW2_contig_1	1156115	1156375	-	261	11478	8974	11373	4883	10309	9249
alaS	MRSA_MW2_contig_1	1156438	1159068	-	2631	41384	32693	40117	24958	36127	39604
recD	MRSA_MW2_contig_1	1159411	1161888	-	2478	14042	11393	15040	9720	11400	14573
tPR	MRSA_MW2_contig_1	1161890	1162558	-	669	3056	2496	3214	1670	2455	2763
mnmA	MRSA_MW2_contig_1	1163139	1164257	-	1119	10877	8404	11152	6781	8962	9383
nifS	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1164258;1260364	1165400;1261530	-;-	2310	14287	11026	14590	9216	12302	14461
ssuD	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1165712;2634915;2649834	1166725;2635916;2650895	+;+;+	3078	5303	4115	5411	3749	5531	4672
DBIAII_01132	MRSA_MW2_contig_1	1166962	1167108	-	147	2634	2412	3205	397	1083	276
iscR	MRSA_MW2_contig_1	1167430	1167852	-	423	11093	10262	13341	6073	17042	10247
rarA	MRSA_MW2_contig_1	1167937	1169211	+	1275	13749	11487	14292	8374	13135	14234
tcdA	MRSA_MW2_contig_1	1169372	1170145	-	774	8551	7546	9671	7233	9641	12710
aspS	MRSA_MW2_contig_1	1170606	1172372	-	1767	30194	23080	28250	20707	28286	34495
hisS	MRSA_MW2_contig_1	1172388	1173650	-	1263	11247	8783	11582	8914	10121	14644
lytH	MRSA_MW2_contig_1	1174111	1174986	-	876	13184	11105	14360	6781	9140	10501
dtd	MRSA_MW2_contig_1	1174983	1175435	-	453	6348	4909	6768	2817	4503	4922
relA	MRSA_MW2_contig_1	1175447	1177657	-	2211	25251	20585	25896	10153	15993	16859
apt	MRSA_MW2_contig_1	1178064	1178582	-	519	8042	6980	8756	5689	8189	9787
recJ	MRSA_MW2_contig_1	1178604	1180877	-	2274	21076	17475	22366	13379	17697	25291
secDF	MRSA_MW2_contig_1	1181080	1183359	-	2280	59826	48214	60880	34300	55814	61710
yajC	MRSA_MW2_contig_1	1183634	1183894	-	261	34169	28141	33899	21513	38471	38883
tgt	MRSA_MW2_contig_1	1183913	1185052	-	1140	56887	47778	57860	41068	52811	57723
queA	MRSA_MW2_contig_1	1185075	1186100	-	1026	15941	11128	13220	9356	10913	13804
ruvB	MRSA_MW2_contig_1	1186102	1187106	-	1005	17636	12225	14769	9036	11112	13142
ruvA	MRSA_MW2_contig_1	1187138	1187740	-	603	5931	4398	5101	3533	4115	4250
pheB	MRSA_MW2_contig_1	1187754	1188212	-	459	3132	2477	2863	2236	2755	2837
obgE	MRSA_MW2_contig_1	1188222	1189514	-	1293	17165	12106	14442	9726	11260	12713
rpmA	MRSA_MW2_contig_1	1189999	1190283	-	285	19915	19087	21040	23052	22739	25946
ysxB	MRSA_MW2_contig_1	1190295	1190615	-	321	48300	38932	44145	38970	48655	71448
rplU	MRSA_MW2_contig_1	1190621	1190929	-	309	70065	59096	69516	69831	75762	105338
mreD	MRSA_MW2_contig_1	1191291	1191821	-	531	6301	5443	6400	4889	7435	9429
mreC	MRSA_MW2_contig_1	1191821	1192663	-	843	7879	6514	8768	6004	9580	11628
DBIAII_01158	MRSA_MW2_contig_1	1193055	1193528	-	474	1359	1247	1656	3872	7113	10776
DBIAII_01159	MRSA_MW2_contig_1	1194002	1194286	-	285	4264	3847	4507	4167	6267	6540
radC	MRSA_MW2_contig_1	1194354	1195040	-	687	128	116	167	143	147	129
pulO	MRSA_MW2_contig_1	1195037	1195744	-	708	267	199	267	117	279	222
folC	MRSA_MW2_contig_1	1196014	1197285	-	1272	37637	30679	36823	18696	27116	31036
valS	MRSA_MW2_contig_1	1197298	1199928	-	2631	68962	56157	70943	33217	48622	58036
tag	MRSA_MW2_contig_1	1200331	1200891	+	561	5828	4740	5592	2955	5260	5224
abrB	MRSA_MW2_contig_1	1201114	1202181	-	1068	7637	6428	7774	2759	5034	5110
hemL	MRSA_MW2_contig_1	1202383	1203669	-	1287	15316	11986	16771	9046	18270	13118
hemB	MRSA_MW2_contig_1	1203717	1204691	-	975	6025	4542	6245	3295	6431	4355
hemD	MRSA_MW2_contig_1	1204694	1205362	-	669	3514	2711	3740	1532	2909	2583
hemC	MRSA_MW2_contig_1	1205384	1206310	-	927	13638	11597	15574	7727	11225	13527
ccmC	MRSA_MW2_contig_1	1206352	1207167	-	816	7094	5673	6933	4427	6818	7518
hemA	MRSA_MW2_contig_1	1207189	1208535	-	1347	71400	60856	78539	27710	59540	53517
yihA	MRSA_MW2_contig_1	1208752	1209342	-	591	6552	5445	7030	3627	6044	7721
clpX	MRSA_MW2_contig_1	1209496	1210758	-	1263	67329	55552	68749	42219	56731	75002
tig	MRSA_MW2_contig_1	1210909	1212210	-	1302	123337	108603	135681	85875	118430	141834
DBIAII_01175	MRSA_MW2_contig_1	1212373	1213302	-	930	9362	7422	9979	4731	9025	8093
ymaB	MRSA_MW2_contig_1	1213321	1213929	-	609	3388	2747	3483	2135	3667	2783
rplT	MRSA_MW2_contig_1	1214071	1214427	-	357	45140	39066	40939	51372	45749	62514
rpmI	MRSA_MW2_contig_1	1214474	1214674	-	201	35123	28119	31432	31670	31054	45337
infC	MRSA_MW2_contig_1	1214703	1215263	-	561	63917	49935	57523	61645	59118	81685
thrS	MRSA_MW2_contig_1	1217378	1219315	-	1938	47385	42614	52688	37833	92737	71354
