# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/LacFitz_annotation/LacFitz_assembly.gtf" "-o" "LacFitz_transcripts.txt" "mapping/L-A_S491_L006_vs_LacFitz.sorted.bam" "mapping/L-B_S492_L006_vs_LacFitz.sorted.bam" "mapping/L-C_S493_L006_vs_LacFitz.sorted.bam" "mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam" "mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam" "mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/L-A_S491_L006_vs_LacFitz.sorted.bam	mapping/L-B_S492_L006_vs_LacFitz.sorted.bam	mapping/L-C_S493_L006_vs_LacFitz.sorted.bam	mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam	mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam	mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam
trpE	MRSA_LacFitz_contig_1	848007	849413	+	1407	715	521	793	471	431	409
trpD	MRSA_LacFitz_contig_1	849982	850980	+	999	365	355	535	224	200	209
trpC	MRSA_LacFitz_contig_1	850982	851764	+	783	118	68	172	62	45	62
trpF	MRSA_LacFitz_contig_1	851761	852396	+	636	50	63	73	35	40	31
trpB	MRSA_LacFitz_contig_1	852389	853603	+	1215	246	249	362	150	168	126
trpA	MRSA_LacFitz_contig_1	853596	854324	+	729	521	434	608	326	269	332
femA	MRSA_LacFitz_contig_1	854646	855908	+	1263	39702	42442	50050	25320	25239	22485
femB	MRSA_LacFitz_contig_1	855927	857186	+	1260	38176	41365	49262	24646	23033	20710
PBCCJM_00835	MRSA_LacFitz_contig_1	858690	859163	-	474	870	812	962	562	526	721
nikE	MRSA_LacFitz_contig_1	859287	859988	-	702	1644	1365	1915	631	593	635
nikD	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	859981;2552408	860757;2554000	-;-	2370	1974	1637	2588	1824	1301	819
nikC	MRSA_LacFitz_contig_1	860741	861571	-	831	532	456	755	90	92	131
nikB	MRSA_LacFitz_contig_1	861564	862550	-	987	674	591	1046	84	116	210
PBCCJM_00840	MRSA_LacFitz_contig_1	862854	863198	-	345	1234	1357	1840	1008	910	1154
phoU	MRSA_LacFitz_contig_1	865357	865998	-	642	253	265	396	236	195	301
pstB	MRSA_LacFitz_contig_1	866005	866856	-	852	116	109	128	95	110	118
pstA	MRSA_LacFitz_contig_1	866903	867820	-	918	74	75	92	83	75	75
pstC	MRSA_LacFitz_contig_1	867822	868748	-	927	66	47	78	89	75	98
pstS	MRSA_LacFitz_contig_1	868939	869922	-	984	55	64	67	129	116	110
cvfB	MRSA_LacFitz_contig_1	870894	871796	-	903	31735	29875	37486	20614	18953	19329
uup	MRSA_LacFitz_contig_1	871943	873544	+	1602	36051	37861	43408	30583	28164	27245
asd	MRSA_LacFitz_contig_1	875673	876662	+	990	7944	3707	10877	1700	1596	1529
dapA	MRSA_LacFitz_contig_1	876664	877551	+	888	3915	2061	6254	1028	1277	1094
dapB	MRSA_LacFitz_contig_1	877548	878270	+	723	1669	880	2630	542	821	553
dapD	MRSA_LacFitz_contig_1	878297	879016	+	720	1627	984	2530	656	913	622
alr2	MRSA_LacFitz_contig_1	880315	881400	+	1086	1634	1362	2822	722	857	650
lysA	MRSA_LacFitz_contig_1	881390	882655	+	1266	4241	4061	6336	3115	3181	2978
msaC	MRSA_LacFitz_contig_1	882895	883296	-	402	66	57	79	525	655	786
cspA	MRSA_LacFitz_contig_1	883493	883693	-	201	136399	147405	135362	34766	32136	61121
msaA	MRSA_LacFitz_contig_1	883864	884172	-	309	1684	2293	2310	992	1089	1269
acyP	MRSA_LacFitz_contig_1	884335	884604	+	270	3070	2997	4241	1914	1974	2163
xpaC	MRSA_LacFitz_contig_1	884629	885252	+	624	5679	6166	8098	3885	3686	4475
yaaN	MRSA_LacFitz_contig_1	885284	886420	+	1137	11335	10790	15597	7820	7752	8937
PBCCJM_00863	MRSA_LacFitz_contig_1	886688	887080	-	393	94	80	101	39	54	60
brnQ	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	887433;2534500;2672833	888776;2535855;2674140	-;-;-	4008	58119	54188	76058	10995	12569	20224
norD	MRSA_LacFitz_contig_1	889001	890887	-	1887	6387	5624	7506	5533	5283	5502
moxR	MRSA_LacFitz_contig_1	890901	891692	-	792	2468	2371	2921	2337	2271	2455
PBCCJM_00868	MRSA_LacFitz_contig_1	891873	892076	-	204	3228	2570	3524	3815	3260	3466
PBCCJM_00869	MRSA_LacFitz_contig_1	892105	892914	-	810	13245	11410	16129	14386	11070	12573
sucB	MRSA_LacFitz_contig_1	893494	894762	-	1269	14416	10127	18447	14123	9895	12634
odhA	MRSA_LacFitz_contig_1	894776	897574	-	2799	21473	15406	27284	24264	13837	19880
arlS	MRSA_LacFitz_contig_1	897858	899213	-	1356	7909	6481	9850	10037	7905	10134
arlR	MRSA_LacFitz_contig_1	899210	899869	-	660	3647	2796	4419	4308	3177	3780
PBCCJM_00874	MRSA_LacFitz_contig_1	900339	900539	-	201	46	46	63	43	20	60
pgpB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	901399;2800322	902013;2800996	-;+	1290	11174	11240	15489	6059	6771	4694
murG	MRSA_LacFitz_contig_1	902030	903100	-	1071	11165	9295	13164	3773	4396	2893
ctpA	MRSA_LacFitz_contig_1	904021	905511	-	1491	10763	9735	12998	8230	8668	8527
crr	MRSA_LacFitz_contig_1	905924	906424	-	501	13735	13218	17609	12120	11166	11728
msrB	MRSA_LacFitz_contig_1	906436	906864	-	429	8768	8611	11965	7536	6943	7368
msrA2	MRSA_LacFitz_contig_1	906857	907390	-	534	18571	17851	24577	15643	13630	14838
fakB2	MRSA_LacFitz_contig_1	907476	908315	-	840	13184	12221	16307	12049	9520	10145
folA	MRSA_LacFitz_contig_1	908330	908809	-	480	10585	10071	13678	9146	7093	7608
thyA	MRSA_LacFitz_contig_1	909009	909965	-	957	10591	9522	12644	7439	6638	5700
PBCCJM_00889	MRSA_LacFitz_contig_1	910389	910826	-	438	5943	5604	6984	5891	5272	5161
cvfC	MRSA_LacFitz_contig_1	910842	911966	-	1125	14123	13893	18468	13741	12113	12037
PBCCJM_00891	MRSA_LacFitz_contig_1	912004	912255	-	252	3478	3513	4383	3550	2998	2870
yhhQ	MRSA_LacFitz_contig_1	912706	913410	+	705	965	962	1005	943	976	791
PBCCJM_00894	MRSA_LacFitz_contig_1	913475	913606	-	132	553	491	552	403	413	422
rnhA	MRSA_LacFitz_contig_1	913951	914352	+	402	1080	1224	1432	699	676	741
ebh	MRSA_LacFitz_contig_1	914411	945676	-	31266	6157	5648	7259	2248093	2465739	2133078
norB	MRSA_LacFitz_contig_1	946074	947465	-	1392	16936	38433	31554	1133	1585	917
tdcB	MRSA_LacFitz_contig_1	948975	950015	-	1041	22884	46374	41006	1446	1747	923
ald	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	950110;1264573	951228;1265691	-;-	2238	32001	48029	46769	11005	8260	10946
exoIX	MRSA_LacFitz_contig_1	951703	952581	-	879	8586	7785	10522	4942	5011	4977
era	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	952601;1122831	956041;1123730	-;-	4341	33883	31476	43435	23107	21422	24382
piuB	MRSA_LacFitz_contig_1	956345	957685	+	1341	21109	25362	31986	4150	5114	8664
PBCCJM_00904	MRSA_LacFitz_contig_1	957891	958223	-	333	2450	2762	2716	1659	1676	1537
rlmL	MRSA_LacFitz_contig_1	958307	959452	-	1146	11696	12490	14738	6523	6968	6748
PBCCJM_00907	MRSA_LacFitz_contig_1	959886	960002	-	117	295133	265941	298047	163787	160475	223084
gpsB	MRSA_LacFitz_contig_1	960103	960447	-	345	20863	21876	28547	9899	10682	12266
yoqJ	MRSA_LacFitz_contig_1	960461	961024	-	564	10147	9245	13153	4435	5207	6544
PBCCJM_00910	MRSA_LacFitz_contig_1	961017	961418	-	402	1693	1785	1882	1067	1241	1440
recU	MRSA_LacFitz_contig_1	961907	962533	+	627	22468	23519	27307	18141	17841	20795
mrcB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	962530;1287351	964713;1288256	+;+	3090	111538	104130	132504	95504	91306	103700
PBCCJM_00913	MRSA_LacFitz_contig_1	965279	965620	-	342	2873	3066	4115	2516	2416	2488
nth	MRSA_LacFitz_contig_1	965625	966284	-	660	1924	1938	2348	1826	1785	1883
dnaD	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	966274;1558927	966960;1559820	-;-	1581	4443	4287	5906	3658	3224	3645
asnS	MRSA_LacFitz_contig_1	967288	968580	-	1293	48578	42697	58280	44656	39690	42452
dinG	MRSA_LacFitz_contig_1	968902	971595	-	2694	18916	19823	24497	17065	15379	14377
birA	MRSA_LacFitz_contig_1	971619	972590	-	972	3828	4241	5170	3685	2995	2773
cca	MRSA_LacFitz_contig_1	972577	973779	-	1203	2898	3016	3938	2700	2436	2001
bshA	MRSA_LacFitz_contig_1	973784	974926	-	1143	4947	4818	6662	3909	3794	3307
mazG	MRSA_LacFitz_contig_1	975167	975484	-	318	1521	1556	2106	1261	1288	1201
yugP	MRSA_LacFitz_contig_1	975821	976519	-	699	99655	105898	123682	78451	74517	85831
ypjA	MRSA_LacFitz_contig_1	976573	977160	-	588	2650	3119	3509	2284	2254	2413
ypiB	MRSA_LacFitz_contig_1	977150	977737	-	588	1804	1879	2190	1436	1522	1441
lapB	MRSA_LacFitz_contig_1	977739	978983	-	1245	7663	7919	9097	6636	6209	6117
aroA	MRSA_LacFitz_contig_1	978990	980288	-	1299	7840	7891	9995	6845	6776	6159
aroB	MRSA_LacFitz_contig_1	980298	981362	-	1065	3642	3602	4241	3389	3405	2937
aroC	MRSA_LacFitz_contig_1	981388	982554	-	1167	3984	3722	4705	4035	3902	3532
PBCCJM_00929	MRSA_LacFitz_contig_1	982940	983140	-	201	96	109	144	115	77	121
ndk	MRSA_LacFitz_contig_1	983349	983798	-	450	10360	8966	12650	9691	6979	10387
ispA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	983890;1083106	984849;1083987	-;-	1842	39983	39241	46740	30200	26789	27605
menG	MRSA_LacFitz_contig_1	984851	985576	-	726	11267	10988	14198	7324	6466	7270
PBCCJM_00933	MRSA_LacFitz_contig_1	985579	986151	-	573	9809	10690	13047	7127	6780	7021
hup	MRSA_LacFitz_contig_1	986582	986854	-	273	267216	241609	295286	182830	162224	191448
gpsA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	987025;1861732	988023;1862814	-;-	2082	41437	40979	48401	29241	25211	26012
der	MRSA_LacFitz_contig_1	988040	989350	-	1311	38986	42264	50213	30680	26338	23704
rpsA	MRSA_LacFitz_contig_1	989572	990747	-	1176	42935	39803	54075	37961	37613	39780
cmk	MRSA_LacFitz_contig_1	991459	992118	-	660	11581	11701	14269	10325	9862	9482
ansA	MRSA_LacFitz_contig_1	992195	993163	+	969	6207	6028	7579	4981	5073	5427
ypdA	MRSA_LacFitz_contig_1	993278	994264	-	987	9504	11971	12961	13347	11186	9805
ebp	MRSA_LacFitz_contig_1	994666	996126	-	1461	42596	41210	58507	49389	49194	53283
ypbB	MRSA_LacFitz_contig_1	997648	998601	-	954	3193	3309	3981	2556	2772	2720
fer	MRSA_LacFitz_contig_1	998709	998957	+	249	753	773	699	740	692	695
ribU	MRSA_LacFitz_contig_1	999063	999608	-	546	7610	8566	9873	6128	6693	6619
PBCCJM_00946	MRSA_LacFitz_contig_1	1000205	1001119	-	915	641	677	924	651	561	612
PBCCJM_00947	MRSA_LacFitz_contig_1	1001134	1001340	-	207	21	27	25	12	2	11
PBCCJM_00948	MRSA_LacFitz_contig_1	1001333	1002211	-	879	217	242	282	81	55	96
PBCCJM_00949	MRSA_LacFitz_contig_1	1002328	1003245	-	918	237	185	306	64	74	96
PBCCJM_00950	MRSA_LacFitz_contig_1	1003336	1003521	-	186	143	171	171	34	38	48
lukF-PV	MRSA_LacFitz_contig_1	1003770	1004747	-	978	3287	2385	3651	822	622	682
lukS-PV	MRSA_LacFitz_contig_1	1004749	1005687	-	939	3089	2267	3827	688	522	641
PBCCJM_00953	MRSA_LacFitz_contig_1	1006077	1007531	-	1455	239	206	300	100	92	99
PBCCJM_00954	MRSA_LacFitz_contig_1	1007542	1007844	-	303	16	18	19	4	8	17
PBCCJM_00955	MRSA_LacFitz_contig_1	1007980	1008279	-	300	41	27	36	21	24	15
xkdX	MRSA_LacFitz_contig_1	1008325	1008489	-	165	0	0	0	0	0	0
PBCCJM_00957	MRSA_LacFitz_contig_1	1008482	1008871	-	390	23	10	8	6	13	11
bppU	MRSA_LacFitz_contig_1	1008871	1010337	-	1467	86	62	85	51	46	55
PBCCJM_00959	MRSA_LacFitz_contig_1	1010337	1012247	-	1911	292	336	387	217	248	259
PBCCJM_00960	MRSA_LacFitz_contig_1	1012263	1012553	-	291	33	22	31	14	15	11
PBCCJM_00961	MRSA_LacFitz_contig_1	1012553	1014136	-	1584	140	169	172	103	129	137
PBCCJM_00962	MRSA_LacFitz_contig_1	1014145	1014969	-	825	41	31	53	20	30	46
PBCCJM_00963	MRSA_LacFitz_contig_1	1014969	1021169	-	6201	353	387	474	237	220	224
PBCCJM_00964	MRSA_LacFitz_contig_1	1021183	1021341	-	159	3	1	3	0	0	0
PBCCJM_00965	MRSA_LacFitz_contig_1	1021383	1021733	-	351	4	4	12	2	3	3
PBCCJM_00966	MRSA_LacFitz_contig_1	1021791	1022246	-	456	144	136	165	63	64	71
PBCCJM_00967	MRSA_LacFitz_contig_1	1022338	1022979	-	642	81	48	89	22	42	40
PBCCJM_00968	MRSA_LacFitz_contig_1	1023014	1023409	-	396	21	22	31	16	7	8
PBCCJM_00969	MRSA_LacFitz_contig_1	1023410	1023811	-	402	20	26	32	9	16	27
PBCCJM_00970	MRSA_LacFitz_contig_1	1023808	1024140	-	333	21	28	16	14	15	15
PBCCJM_00971	MRSA_LacFitz_contig_1	1024152	1024430	-	279	19	17	29	23	20	16
PBCCJM_00972	MRSA_LacFitz_contig_1	1024499	1025662	-	1164	102	131	135	75	70	70
PBCCJM_00973	MRSA_LacFitz_contig_1	1025674	1026447	-	774	37	38	28	16	14	18
PBCCJM_00974	MRSA_LacFitz_contig_1	1026431	1027669	-	1239	206	187	211	121	123	130
PBCCJM_00975	MRSA_LacFitz_contig_1	1027674	1029365	-	1692	82	89	116	63	58	54
PBCCJM_00976	MRSA_LacFitz_contig_1	1029355	1029660	-	306	5	7	7	6	3	1
PBCCJM_00977	MRSA_LacFitz_contig_1	1029787	1030101	-	315	5	6	18	16	6	10
PBCCJM_00978	MRSA_LacFitz_contig_1	1030258	1030695	-	438	188	148	244	129	126	142
PBCCJM_00979	MRSA_LacFitz_contig_1	1030708	1032066	-	1359	465	349	487	267	255	258
PBCCJM_00980	MRSA_LacFitz_contig_1	1032056	1032346	-	291	69	38	65	38	46	28
PBCCJM_00981	MRSA_LacFitz_contig_1	1032687	1035134	-	2448	427	354	510	263	270	265
PBCCJM_00982	MRSA_LacFitz_contig_1	1035189	1035395	+	207	707	634	795	478	411	384
PBCCJM_00983	MRSA_LacFitz_contig_1	1035422	1035622	-	201	41	24	31	17	22	10
PBCCJM_00984	MRSA_LacFitz_contig_1	1035625	1035696	-	72	0	0	0	0	0	0
PBCCJM_00985	MRSA_LacFitz_contig_1	1035690	1035842	-	153	0	0	1	0	0	0
PBCCJM_00986	MRSA_LacFitz_contig_1	1035839	1036228	-	390	45	18	37	15	25	22
PBCCJM_00987	MRSA_LacFitz_contig_1	1036218	1036454	-	237	6	7	7	18	9	8
PBCCJM_00988	MRSA_LacFitz_contig_1	1036447	1036650	-	204	10	4	2	4	2	7
PBCCJM_00989	MRSA_LacFitz_contig_1	1036647	1036853	-	207	11	12	14	7	4	10
PBCCJM_00990	MRSA_LacFitz_contig_1	1036890	1037426	-	537	28	26	40	25	15	16
PBCCJM_00991	MRSA_LacFitz_contig_1	1037419	1037667	-	249	4	0	6	0	4	0
PBCCJM_00992	MRSA_LacFitz_contig_1	1037682	1037924	-	243	5	1	11	0	2	0
PBCCJM_00993	MRSA_LacFitz_contig_1	1037939	1038139	-	201	2	4	4	1	1	0
PBCCJM_00994	MRSA_LacFitz_contig_1	1038142	1038399	-	258	4	2	13	3	2	9
PBCCJM_00995	MRSA_LacFitz_contig_1	1038399	1038800	-	402	6	2	8	4	3	5
PBCCJM_00996	MRSA_LacFitz_contig_1	1038800	1038985	-	186	1	0	0	0	0	0
PBCCJM_00997	MRSA_LacFitz_contig_1	1038998	1040959	-	1962	51	44	58	26	30	32
PBCCJM_00998	MRSA_LacFitz_contig_1	1041018	1041575	-	558	10	22	27	16	26	16
PBCCJM_00999	MRSA_LacFitz_contig_1	1041601	1042767	-	1167	24	28	34	17	17	19
PBCCJM_01000	MRSA_LacFitz_contig_1	1042764	1043126	-	363	4	2	3	2	6	0
PBCCJM_01001	MRSA_LacFitz_contig_1	1043140	1043400	-	261	0	3	2	2	2	0
PBCCJM_01002	MRSA_LacFitz_contig_1	1043405	1043707	-	303	9	4	4	1	1	8
PBCCJM_01003	MRSA_LacFitz_contig_1	1043700	1044017	-	318	3	6	4	9	3	5
PBCCJM_01004	MRSA_LacFitz_contig_1	1044283	1044546	-	264	99	90	113	39	79	91
PBCCJM_01005	MRSA_LacFitz_contig_1	1044571	1044786	-	216	82	43	63	16	32	50
PBCCJM_01006	MRSA_LacFitz_contig_1	1044833	1045072	+	240	1505	1720	1747	1012	1636	2056
PBCCJM_01007	MRSA_LacFitz_contig_1	1045069	1045245	-	177	65	45	86	26	32	61
PBCCJM_01008	MRSA_LacFitz_contig_1	1045329	1045520	-	192	41	60	74	17	21	48
PBCCJM_01009	MRSA_LacFitz_contig_1	1045681	1046010	+	330	1507	1481	1924	1297	1408	1268
PBCCJM_01010	MRSA_LacFitz_contig_1	1046014	1046484	+	471	1122	1156	1438	1053	1176	1173
PBCCJM_01011	MRSA_LacFitz_contig_1	1046502	1046936	+	435	2576	2561	3693	2477	2516	2592
PBCCJM_01012	MRSA_LacFitz_contig_1	1046965	1047360	+	396	1863	1851	2325	1748	1774	1966
PBCCJM_01013	MRSA_LacFitz_contig_1	1047471	1047596	+	126	589	575	681	483	471	580
PBCCJM_01014	MRSA_LacFitz_contig_1	1047593	1048207	-	615	4148	4512	5714	3140	2916	3445
PBCCJM_01015	MRSA_LacFitz_contig_1	1048333	1049538	+	1206	2055	2033	2822	460	644	642
PBCCJM_01016	MRSA_LacFitz_contig_1	1049581	1050735	-	1155	2420	2188	3196	506	459	455
PBCCJM_01017	MRSA_LacFitz_contig_1	1050762	1051607	-	846	2700	2539	3649	185	198	247
PBCCJM_01018	MRSA_LacFitz_contig_1	1051600	1052529	-	930	2491	2319	3010	182	134	199
srrB	MRSA_LacFitz_contig_1	1052774	1054525	-	1752	22336	19457	26110	20700	16032	21444
srrA	MRSA_LacFitz_contig_1	1054506	1055231	-	726	45735	38391	53383	35511	27831	37468
rsuA	MRSA_LacFitz_contig_1	1055364	1056101	-	738	7418	7564	8900	5247	5295	4645
scpB	MRSA_LacFitz_contig_1	1056094	1056636	-	543	5591	5856	8064	3975	4063	3707
scpA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1056629;1499371	1057384;1500537	-;+	1923	10754	9962	14322	8411	7753	8478
ypuF	MRSA_LacFitz_contig_1	1057452	1057958	+	507	1404	1398	1950	649	722	906
xerD	MRSA_LacFitz_contig_1	1058036	1058923	-	888	7025	6564	9168	3804	4327	3289
fur	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1058972;1109055	1059421;1109465	-;-	861	16280	13877	18880	8675	9672	7397
mutT	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1059526;2061488;2810617	1060068;2061880;2811012	-;-;+	1332	4880	5171	6542	3533	3299	3590
PBCCJM_01029	MRSA_LacFitz_contig_1	1061274	1061522	-	249	394	353	533	322	340	335
yqjQ	MRSA_LacFitz_contig_1	1061538	1062293	-	756	1889	1847	2398	1693	1751	1724
proC	MRSA_LacFitz_contig_1	1062435	1063250	+	816	3555	3366	4225	4022	3938	3884
rnz	MRSA_LacFitz_contig_1	1063355	1064275	-	921	7087	6773	8378	5106	4906	5721
zwf	MRSA_LacFitz_contig_1	1064588	1066072	+	1485	35207	35388	46206	42962	34424	39409
amyA	MRSA_LacFitz_contig_1	1067251	1068900	-	1650	1650	1163	1837	2995	2313	6893
purR	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1068916;1596946;2634308;2849038	1069935;1597896;2635306;2849862	-;-;-;+	3795	11861	9783	14683	9712	6599	10293
gloA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1070129;2708437	1070500;2709363	-;+	1299	2792	2434	3330	1004	1105	1180
gndA	MRSA_LacFitz_contig_1	1070719	1072125	-	1407	91957	89690	110599	100727	89088	86304
pepD2	MRSA_LacFitz_contig_1	1072193	1073326	-	1134	5549	6217	7768	5931	5908	5874
prli42	MRSA_LacFitz_contig_1	1073676	1073768	+	93	2646	2892	4068	3457	3211	3208
ygaE	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1073895;1451379;1474199	1074875;1452524;1475185	-;+;+	3114	21533	22545	28159	21642	20808	18642
PBCCJM_01042	MRSA_LacFitz_contig_1	1074889	1075326	-	438	5039	5994	7133	4588	4335	3979
aceF	MRSA_LacFitz_contig_1	1075677	1076951	-	1275	34722	33234	43124	20692	22327	19867
acoB	MRSA_LacFitz_contig_1	1076964	1077947	-	984	21136	20233	28458	12867	14128	13158
acoA	MRSA_LacFitz_contig_1	1077947	1078939	-	993	20814	19319	26800	14141	14977	14719
recN	MRSA_LacFitz_contig_1	1080527	1082206	-	1680	30042	28048	38429	24142	20931	25275
argR	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1082222;2227096;2391131	1082674;2227545;2391577	-;-;-	1350	9059	8421	11494	6219	5465	6606
xseB	MRSA_LacFitz_contig_1	1083965	1084195	-	231	1392	1510	1775	1293	1151	1026
xseA	MRSA_LacFitz_contig_1	1084188	1085525	-	1338	27509	27521	33899	22460	21037	18566
nusB	MRSA_LacFitz_contig_1	1085542	1085931	-	390	8350	8024	9978	6669	6359	5696
accC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1086368;1157079;1693058	1087723;1158440;1694251	-;-;-	3912	39152	39954	50930	39570	36213	34297
accB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1087723;1158454	1088187;1158903	-;-	915	19544	20350	28266	16018	14832	13663
efp	MRSA_LacFitz_contig_1	1088661	1089218	-	558	32217	30167	34305	33085	31607	29207
pepP	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1089244;1263202	1090305;1264257	-;+	2118	18577	19640	24297	18728	18098	17650
PBCCJM_01058	MRSA_LacFitz_contig_1	1090410	1090991	+	582	5852	5782	7350	4774	4706	5098
PBCCJM_01059	MRSA_LacFitz_contig_1	1091005	1091223	+	219	1040	1118	1368	1071	1035	1026
lipM	MRSA_LacFitz_contig_1	1091287	1092117	-	831	4110	3817	4570	4207	3781	3395
pspE	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1092275;1329195	1092661;1329506	+;-	699	17884	17498	22058	15684	15089	17006
gcvPB	MRSA_LacFitz_contig_1	1093026	1094498	-	1473	14576	11910	17194	14674	12742	13487
gcvPA	MRSA_LacFitz_contig_1	1094491	1095837	-	1347	11971	9394	14195	12600	10170	12461
gcvT	MRSA_LacFitz_contig_1	1095857	1096948	-	1092	6917	5823	8325	7873	5718	7907
aroK	MRSA_LacFitz_contig_1	1097107	1097631	-	525	6986	6754	8408	6193	4599	6022
comGF	MRSA_LacFitz_contig_1	1097864	1098238	-	375	113	95	98	63	75	55
PBCCJM_01067	MRSA_LacFitz_contig_1	1098279	1098578	-	300	40	29	33	30	20	31
comGD	MRSA_LacFitz_contig_1	1098565	1098999	-	435	26	29	37	50	16	25
comGC	MRSA_LacFitz_contig_1	1098989	1099300	-	312	27	20	27	25	17	15
comGB	MRSA_LacFitz_contig_1	1099314	1100384	-	1071	122	152	194	84	111	106
comGA	MRSA_LacFitz_contig_1	1100356	1101330	-	975	473	394	534	280	262	322
gloB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1101382;1311403	1102005;1312245	-;-	1467	14673	14072	17468	11436	10991	11144
nagC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1102331;2685147	1103317;2686007	-;+	1848	12153	10843	13385	11017	10047	9926
glpG	MRSA_LacFitz_contig_1	1103498	1104961	-	1464	14898	15504	21285	14488	13332	13844
fAU1	MRSA_LacFitz_contig_1	1104973	1105566	-	594	2218	2039	2582	2831	2228	2261
ftsI	MRSA_LacFitz_contig_1	1105983	1108058	-	2076	24630	24399	33655	24167	24135	23409
sodA	MRSA_LacFitz_contig_1	1108179	1108778	-	600	29160	27545	32187	40947	34392	42722
nfo	MRSA_LacFitz_contig_1	1111268	1112158	-	891	19440	20054	25176	10216	9180	9419
cshB	MRSA_LacFitz_contig_1	1112168	1113514	-	1347	23111	23724	29725	12701	12958	12776
nIF3	MRSA_LacFitz_contig_1	1113628	1114728	-	1101	6675	6580	7998	4588	3939	4302
trmK	MRSA_LacFitz_contig_1	1114731	1115408	-	678	3139	3066	3903	2143	1853	1694
rpoD	MRSA_LacFitz_contig_1	1115539	1116645	-	1107	29604	29073	34391	19057	18961	16157
dnaG	MRSA_LacFitz_contig_1	1116869	1118668	-	1800	27309	30195	37008	18532	22149	18963
ppsR	MRSA_LacFitz_contig_1	1118729	1119547	-	819	4738	4741	6299	4847	4457	4803
glyQS	MRSA_LacFitz_contig_1	1120516	1121907	+	1392	76409	74465	94852	50924	50388	54571
recO	MRSA_LacFitz_contig_1	1122057	1122803	-	747	9331	8755	10922	7728	7291	8243
cdd	MRSA_LacFitz_contig_1	1123731	1124135	-	405	2016	2058	2401	1885	1698	1887
ybeY	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1124146;1124493	1124490;1124960	-;-	813	7342	7160	9303	6298	5742	6398
phoH	MRSA_LacFitz_contig_1	1124961	1125908	-	948	7835	7660	9850	6209	5878	6087
PBCCJM_01098	MRSA_LacFitz_contig_1	1126212	1126910	-	699	53897	46867	65479	51854	46204	47985
floA	MRSA_LacFitz_contig_1	1126927	1127916	-	990	48780	44192	57225	51112	43886	46764
nfeD	MRSA_LacFitz_contig_1	1127934	1128641	-	708	26645	23699	27594	32000	27960	29696
rpsU	MRSA_LacFitz_contig_1	1128861	1129037	-	177	38940	33639	37991	31816	29827	30234
mtaB	MRSA_LacFitz_contig_1	1129330	1130676	-	1347	19234	19369	23048	14145	14698	13454
rsmE	MRSA_LacFitz_contig_1	1130683	1131435	-	753	2591	2770	3009	2138	2017	1854
prmA	MRSA_LacFitz_contig_1	1131437	1132375	-	939	11177	10392	13334	11053	10785	9513
dnaJ	MRSA_LacFitz_contig_1	1132379	1133518	-	1140	12364	12102	15666	11948	11417	9747
dnaK	MRSA_LacFitz_contig_1	1133654	1135486	-	1833	67579	62908	83049	81909	78809	64896
grpE	MRSA_LacFitz_contig_1	1135555	1136181	-	627	14584	14570	20721	16811	16361	12963
hrcA	MRSA_LacFitz_contig_1	1136213	1137190	-	978	13201	13075	17246	17606	18251	14129
